video_id,trending_date,title,channel_title,category_id,publish_time,tags,views,likes,dislikes,comment_count,thumbnail_link,comments_disabled,video_error_or_removed
YsxIxiz82G4,18.14.02,"Faites entrer l'accusé - Sylviane Fabre, la colère d'une femme blessée",Faites entrer l'accusé,25,2018-02-12T13:28:10.000Z,"Faites entrer l'accusé""|""accusé""|""meurtre""|""faits divers""|""enquete""|""reconstitution""|""proces""|""enquête""|""procès""|""thriller""|""drame""|""sylviane fabre""|""fabre""|""colette deromme""|""deromme""|""david fabre""|""jalousie""|""jalouse",54122,434,58,0,https://i.ytimg.com/vi/YsxIxiz82G4/default.jpg,True,False
zxK2XXHbDRA,18.14.02,Hallyday : l'héritage en question #cdanslair 13.02.2018,C dans l'air,24,2018-02-13T18:40:21.000Z,"hallyday""|""johnny""|""laeticia""|""société""|""héritage""|""justice""|""etats-Unis""|""france""|""johnny hallyday""|""musique",13922,80,22,0,https://i.ytimg.com/vi/zxK2XXHbDRA/default.jpg,True,False
4fQU81HTsns,18.14.02,After Foot du lundi 12/02 – Partie 3/6 - Les questions de l'After,AFTER FOOT,17,2018-02-12T23:25:54.000Z,"BFMSPORTBOOST""|""afterfoot""|""football""|""debat""|""strategie""|""reactions""|""gilbert brisbois""|""compte-rendus""|""sport""|""rmc""|""rmcsport""|""radio""|""opinion""|""questions de l'after""|""genesio""|""fekir""|""jean-louis tourre""|""daniel riolo""|""pierre ducrocq",10614,0,0,0,https://i.ytimg.com/vi/4fQU81HTsns/default.jpg,True,False
1fhR3iQO904,18.14.02,JOSEPH KABILA AKITI BANDUNDU PONA BA NGOMBE CARDINAL MOSENGWO ALOBI ABIMA CONGO AVANT EYINDA,BISONIOSO CONGO RDC,25,2018-02-13T04:59:14.000Z,"voice of congo joseph kabila""|""mobutu sese seko""|""zaire""|""Ethiene Tshisekedi""|""Moise Katumbi""|""congo""|""democratic republic of congo""|""kanambe""|""honore ngbanda""|""kinshasa makambo""|""rumba""|""congolaise""|""musique congolaise""|""tshangu tv""|""francis kalombo""|""koffi olomide""|""papa wemba""|""theatre congolais""|""ndombolo""|""jb mpiana""|""werrason""|""fally ipupa""|""ferre gola""|""rwanda""|""paul kagame""|""libolo""|""likata""|""video+18""|""footbal congolais",41614,0,0,0,https://i.ytimg.com/vi/1fhR3iQO904/default.jpg,True,False
yceec-IjXw8,18.15.02,Affaire Maëlys: des restes du corps de la fillette ont été retrouvés,L'Express,25,2018-02-14T18:44:40.000Z,[none],339496,0,0,0,https://i.ytimg.com/vi/yceec-IjXw8/default.jpg,True,False
2q7Lwmob8sM,18.15.02,After Foot du mercredi 14/02 – Partie 2/7 - Débrief de Real Madrid/PSG (3-1),AFTER FOOT,17,2018-02-15T00:23:25.000Z,"BFMSPORTBOOST""|""afterfoot""|""football""|""debat""|""strategie""|""reactions""|""gilbert brisbois""|""compte-rendus""|""sport""|""rmc""|""rmcsport""|""radio""|""opinion""|""daniel riolo""|""jerome rothen""|""william gallas""|""eric di meco""|""ldc""|""real madrid""|""psg",30486,0,0,0,https://i.ytimg.com/vi/2q7Lwmob8sM/default.jpg,True,False
uHJZB32s7q0,18.15.02,Gros barbeuc mexicain pour l'anniversaire de Jose',Tomahawktuning,2,2018-02-15T10:35:31.000Z,[none],1270,0,0,0,https://i.ytimg.com/vi/uHJZB32s7q0/default.jpg,True,False
zxK2XXHbDRA,18.15.02,Hallyday : l'héritage en question #cdanslair 13.02.2018,C dans l'air,24,2018-02-13T18:40:21.000Z,"hallyday""|""johnny""|""laeticia""|""société""|""héritage""|""justice""|""etats-Unis""|""france""|""johnny hallyday""|""musique",49492,184,48,0,https://i.ytimg.com/vi/zxK2XXHbDRA/default.jpg,True,False
rF5enkjrc3A,18.15.02,Prins Henriks båre forlader Fredensborg Slot,BILLED-BLADET,24,2018-02-15T10:53:48.000Z,"prins henrik (født 1934)""|""dronning margrethe""|""fredensborg slot""|""kronprins frederik""|""kronprinsesse mary""|""prins christian""|""prinsesse isabella""|""prinsesse josephine""|""prins vincent""|""prins joachim""|""prinsesse marie""|""prins nikolai""|""prins felix""|""prins henrik (født 2009)""|""prinsesse athena",4117,59,1,0,https://i.ytimg.com/vi/rF5enkjrc3A/default.jpg,True,False
KxhYS9igekg,18.15.02,La violence cachée de nos parts évolutives (RCV000260),Isabelle Padovani,27,2018-02-15T07:49:17.000Z,"isabelle padovani""|""cnv""|""communication nonviolente""|""non-violence""|""nonviolent communication""|""nvc""|""empathie""|""communification""|""bienveillance""|""bonheur""|""paix""|""couple""|""amour""|""dépendance""|""dépression""|""jalousie""|""éveil""|""illumination""|""non-dualité""|""advaita""|""spiritualité""|""méditation""|""spirituel""|""adyashanti""|""gangaji""|""mooji""|""poonja""|""ramana""|""francis lucille""|""david ciussi""|""rupert spira""|""arnaud desjardins""|""eckhart tolle""|""jeff foster""|""bentinho massaro""|""darpan""|""eric baret""|""claudette vidal""|""culpabilité",1211,0,0,0,https://i.ytimg.com/vi/KxhYS9igekg/default.jpg,True,False
yceec-IjXw8,18.16.02,Affaire Maëlys: des restes du corps de la fillette ont été retrouvés,L'Express,25,2018-02-14T18:44:40.000Z,[none],380280,0,0,0,https://i.ytimg.com/vi/yceec-IjXw8/default.jpg,True,False
t-qcYZ3SGFs,18.16.02,Comment accomplir la prière de A à Z - Rachid Eljay,Pr. Rachid Eljay chaine officielle 1,27,2018-02-15T18:59:49.000Z,"imam""|""Brest""|""Rachid""|""El""|""jay""|""Abou""|""houdeyfa""|""Islam""|""Allah""|""mosquée""|""إسلام""|""mort""|""facebook""|""musulman""|""tombe""|""tawhid""|""soeurs""|""mariage""|""divorce""|""dépression""|""angoisse""|""religion""|""soucis""|""maliki""|""madhab""|""maroc""|""sunna""|""hadith""|""ccib""|""centre""|""culturel""|""paradis""|""enfer""|""hijab""|""voile""|""fiqh""|""'aquida""|""tafsir""|""hanifa""|""shafi'i""|""ahmed""|""aumone""|""invocation""|""média""|""uoif""|""cfcm""|""prophète""|""Dieu""|""ange""|""buzz""|""jinn""|""sermon""|""conférence""|""tolérance""|""algérie""|""tunisie""|""sénegale""|""fatwa""|""salaf",6892,803,9,0,https://i.ytimg.com/vi/t-qcYZ3SGFs/default.jpg,True,False
ujkQwAtOcXQ,18.16.02,Lelandais : l’ADN a parlé #cdanslair 15.02.2018,C dans l'air,24,2018-02-15T18:06:12.000Z,"Faits divers""|""Maelys""|""crime""|""Justice""|""enquête""|""Nordahl Lelandais",17953,98,12,0,https://i.ytimg.com/vi/ujkQwAtOcXQ/default.jpg,True,False
C5Qbh9gHgLQ,18.16.02,After Foot du jeudi 15/02 – Partie 2/3 - Retour sur Marseille/Braga (3-0),AFTER FOOT,17,2018-02-15T23:25:54.000Z,"BFMSPORTBOOST""|""afterfoot""|""football""|""debat""|""strategie""|""reactions""|""gilbert brisbois""|""compte-rendus""|""sport""|""rmc""|""rmcsport""|""radio""|""opinion""|""daniel riolo""|""jerome rothen""|""ligue europa""|""marseille""|""braga",7457,0,0,0,https://i.ytimg.com/vi/C5Qbh9gHgLQ/default.jpg,True,False
OtC_3sl-ce4,18.17.02,SNCF : la bataille du rail ? #cdanslair 16.02.2018,C dans l'air,24,2018-02-16T18:39:22.000Z,"sncf""|""rail""|""transport ferroviaire""|""spineta""|""gouvernement""|""macron""|""ter""|""privatisation""|""trains""|""TGV",5907,20,6,0,https://i.ytimg.com/vi/OtC_3sl-ce4/default.jpg,True,False
zgm_8Lo8riY,18.17.02,"Urgent BANA BANDUNDU BATUMBI BA NGOMBE NIONSO, JOSEPH K@BILA MISSION ÉCHOUÉ NA MPWASA",Bokeseni Ezali TV,24,2018-02-17T00:18:47.000Z,Joseph Kabila,6700,124,23,0,https://i.ytimg.com/vi/zgm_8Lo8riY/default.jpg,True,False
rpkJBZdJ780,18.18.02,Pouvoir d’achat : le boulet de Macron #cdanslair 17.02.2018,C dans l'air,24,2018-02-17T18:37:00.000Z,"pouvoir d'achat""|""Macron""|""gouvernement""|""salaire""|""économie""|""LREM""|""élection""|""sondage""|""cotisation""|""chômage""|""maladie""|""retraités""|""CSG",5997,29,8,0,https://i.ytimg.com/vi/rpkJBZdJ780/default.jpg,True,False
bEDMZiW1Yao,18.18.02,Caen BMX indoor LIVE  2018 Samedi,CAEN BMX,17,2018-02-18T00:55:56.000Z,[none],10862,0,0,0,https://i.ytimg.com/vi/bEDMZiW1Yao/default.jpg,True,False
EzSrO3RcUk4,18.18.02,"Xing me Ermalin/ “Ti me pelqen shume”, Elvana Gjata puth ‘live’ Kejvina Kthellen (17.02.2018)",RTV KLAN,24,2018-02-17T21:20:45.000Z,"Xing me Ermalin""|""ermal mamaqi""|""klan""|""klanhd""|""klantv""|""emision""|""elvana gjata",46650,0,0,0,https://i.ytimg.com/vi/EzSrO3RcUk4/default.jpg,True,False
RZDpCsePNcQ,18.19.02,Grands Corps Malade interprète en live Dimanche soir #ONPC,On n'est pas couché,24,2018-02-18T00:32:24.000Z,"onpc""|""on n'est pas couche""|""laurent ruquier""|""yann moix""|""christine angot""|""17 fevrier 2018""|""grands corps malade""|""live""|""musique",129643,0,0,0,https://i.ytimg.com/vi/RZDpCsePNcQ/default.jpg,True,False
VEJaeHmCtfY,18.19.02,L’Esprit d’escalier 18 Février 2018 / Alain Finkielkraut & Elisabeth Levy,RADIO RCJ,25,2018-02-18T11:34:10.000Z,[none],5490,0,0,0,https://i.ytimg.com/vi/VEJaeHmCtfY/default.jpg,True,False
gvoOpLcv0Lk,18.19.02,أخيرا. .غاني مهدي يرد بالثقيل على نعيمة صالحي,Spoof TV,25,2018-02-18T18:40:58.000Z,[none],53406,2176,192,0,https://i.ytimg.com/vi/gvoOpLcv0Lk/default.jpg,True,False
8ePLn3VzrIA,18.19.02,Montage haut moteur Metrakit 70,Tomahawktuning,2,2018-02-18T16:16:43.000Z,[none],2958,0,0,0,https://i.ytimg.com/vi/8ePLn3VzrIA/default.jpg,True,False
cmQtXDjXtwE,18.19.02,"JO 2018. VIDEO. L'euphorie au restaurant du père de Martin Fourcade, à Villard-de-Lans, en Isère",France 3 Auvergne-Rhône-Alpes,25,2018-02-18T17:59:45.000Z,"France3""|""France""|""Télévisions""|""Auvergne-Rhône-Alpes""|""Martin Fourcade""|""Biathlon""|""Pyeongchang 2018""|""Jeux olympiques",3295,11,0,0,https://i.ytimg.com/vi/cmQtXDjXtwE/default.jpg,True,False
_3TfSuDD7p0,18.19.02,Terre Plate - Trailer : Le Fleuve Mississippi Le Prouve ! - MGTV Terre Plate,ITV,28,2018-02-18T16:23:49.000Z,"Terre Plate""|""Flat Earth French",2416,0,0,0,https://i.ytimg.com/vi/_3TfSuDD7p0/default.jpg,True,False
DX-iGEW1Al4,18.20.02,"Le dur métier d'éditorialiste, par Usul",Mediapart,25,2018-02-19T11:55:07.000Z,"presse""|""médias""|""journalisme""|""éditorialistes""|""christophe barbier""|""alain duhamel""|""laurent joffrin",65678,3599,943,0,https://i.ytimg.com/vi/DX-iGEW1Al4/default.jpg,True,False
RZDpCsePNcQ,18.20.02,Grands Corps Malade interprète en live Dimanche soir #ONPC,On n'est pas couché,24,2018-02-18T00:32:24.000Z,"onpc""|""on n'est pas couche""|""laurent ruquier""|""yann moix""|""christine angot""|""17 fevrier 2018""|""grands corps malade""|""live""|""musique",215754,0,0,0,https://i.ytimg.com/vi/RZDpCsePNcQ/default.jpg,True,False
rkY0Cf9eY4g,18.20.02,Alain Bashung : comment il a déshérité son fils,6Medias,22,2018-02-18T09:24:10.000Z,"PEOPLE""|""France""|""Alain Bashung""|""musique""|""héritage",33384,0,0,0,https://i.ytimg.com/vi/rkY0Cf9eY4g/default.jpg,True,False
EaZaoCGOEIU,18.20.02,After Foot du lundi 19/02 – Partie 4/6 - L'avis tranché de Simone Rovera sur Naples,AFTER FOOT,17,2018-02-19T23:31:56.000Z,"BFMSPORTBOOST""|""afterfoot""|""football""|""debat""|""strategie""|""reactions""|""gilbert brisbois""|""compte-rendus""|""sport""|""rmc""|""rmcsport""|""radio""|""opinion""|""avis tranche""|""simone rovera""|""naples""|""foot italien""|""genoa""|""inter milan""|""juventus""|""jean-louis tourre""|""daniel riolo""|""pierre ducrocq",3450,0,0,0,https://i.ytimg.com/vi/EaZaoCGOEIU/default.jpg,True,False
Lx9FxJ82Psw,18.20.02,"Interview Mathieu Faivre, 7ème du slalom géant",France 3 Auvergne-Rhône-Alpes,25,2018-02-18T06:18:59.000Z,"France3""|""France""|""Télévisions""|""Auvergne-Rhône-Alpes",6886,0,7,0,https://i.ytimg.com/vi/Lx9FxJ82Psw/default.jpg,True,False
r1762FvQgjA,18.20.02,Kisabac Lusamutner eter 19.02.18 Anhajogh Kaper,KisabacLusamutner,29,2018-02-19T18:12:34.000Z,"Kisabac""|""Lusamutner""|""hrach""|""muradyan""|""qeshishyan""|""archy""|""atv""|""www.atv.am""|""hayastan""|""armenia""|""erevan""|""yerevan""|""tv""|""haykakan""|""irakan""|""patmutyunner""|""depqer""|""herustatesutyan""|""tiv""|""mek""|""talk""|""show""|""կիսաբաց""|""լուսամուտներ""|""հրաչ""|""մուրադյան""|""արչի""|""հայաստան""|""արմենիա""|""երևան""|""eter""|""եթեր""|""2018""|""19.02.2018""|""ԱՆՀԱՋՈՂ""|""ԿԱՊԵՐ""|""Anhajogh""|""Anhajox""|""Kaper",32211,97,50,0,https://i.ytimg.com/vi/r1762FvQgjA/default.jpg,True,False
P5GkekBagss,18.20.02,Une bagarre fait deux morts à Toulouse,France 3 Occitanie,25,2018-02-19T18:01:06.000Z,"France 3 Occitanie""|""Occitanie""|""France Télévisions""|""télévision""|""toulouse""|""haute-garonne""|""faits divers",3147,0,0,0,https://i.ytimg.com/vi/P5GkekBagss/default.jpg,True,False
zhM-4XUXibc,18.21.02,Trump sauvé par l'économie ? #cdanslair 20.02.2018,C dans l'air,24,2018-02-20T18:42:55.000Z,"trump""|""économie""|""protectionisme""|""paradis fiscal""|""trump*""|""montebourg""|""fiscalité""|""maison blanche""|""russe",10268,48,13,0,https://i.ytimg.com/vi/zhM-4XUXibc/default.jpg,True,False
DX-iGEW1Al4,18.21.02,"Le dur métier d'éditorialiste, par Usul",Mediapart,25,2018-02-19T11:55:07.000Z,"presse""|""médias""|""journalisme""|""éditorialistes""|""christophe barbier""|""alain duhamel""|""laurent joffrin",89386,4400,1169,0,https://i.ytimg.com/vi/DX-iGEW1Al4/default.jpg,True,False
RZDpCsePNcQ,18.21.02,Grands Corps Malade interprète en live Dimanche soir #ONPC,On n'est pas couché,24,2018-02-18T00:32:24.000Z,"onpc""|""on n'est pas couche""|""laurent ruquier""|""yann moix""|""christine angot""|""17 fevrier 2018""|""grands corps malade""|""live""|""musique",279650,0,0,0,https://i.ytimg.com/vi/RZDpCsePNcQ/default.jpg,True,False
2GnFIfFdqc0,18.21.02,Les premiers pas de Gabriella Papadakis et Guillaume Cizeron,France 3 Auvergne-Rhône-Alpes,25,2018-02-20T16:05:08.000Z,"France3""|""France""|""Télévisions""|""Auvergne-Rhône-Alpes""|""danse sur glace""|""jeux olympiques""|""clermont-ferrand",4942,11,1,0,https://i.ytimg.com/vi/2GnFIfFdqc0/default.jpg,True,False
ixNNLvyCn5Y,18.22.02,映画『BLEACH』特報【HD】2018年7月20日（金）公開,ワーナー ブラザース 公式チャンネル,1,2018-02-21T05:17:53.000Z,"ブリーチ""|""BLEACH""|""福士蒼汰""|""佐藤信介""|""週刊少年ジャンプ""|""完結""|""久保帯人""|""黒崎一護""|""朽木ルキア""|""斬魄刀""|""ソウルソサエティ""|""ホロウ""|""ぼくは明日、昨日のきみとデートする""|""曇天に笑う""|""ちょっと今から仕事やめてくる""|""GANTZ""|""図書館戦争""|""アイアムアヒーロー""|""デスノート""|""集英社""|""WB""|""ワーナー""|""ワーナー・ブラザース""|""実写""|""映画",685019,0,0,0,https://i.ytimg.com/vi/ixNNLvyCn5Y/default.jpg,True,False
jopVdPcriNc,18.22.02,Diriliş Ertuğrul 108.Bölüm Fragmanı,TRT Televizyon,1,2018-02-21T20:52:56.000Z,"TRT""|""Türkiye""|""Radyo""|""Televizyon""|""Kurumu""|""Dizi""|""Film""|""İzle""|""Full""|""Hd""|""Tam""|""Bölüm""|""Diriliş""|""Ertuğrul""|""108.Bölüm""|""Fragmanı""|""dirilis""|""ertugrul""|""diriliş ertuğrul""|""diriliş ertuğrul 108""|""diriliş ertuğrul 108bölüm""|""diriliş ertuğrul 108.bölüm""|""diriliş ertuğrul 108 fragman""|""diriliş ertuğrul 108.bölüm fragman""|""diriliş ertuğrul 108.bölüm fragman izle""|""tanıtım""|""teaser""|""izle""|""ızle""|""dizi""|""dızı""|""trt1""|""trt 1""|""dirilis ertugrul""|""dirilis ertugrul 108""|""dirilis ertugrul 108 fragman""|""dirilis ertugrul 108 fragman izle",214519,1985,114,0,https://i.ytimg.com/vi/jopVdPcriNc/default.jpg,True,False
NuGAwRfTAgk,18.22.02,After Foot du mercredi 21/02 – Partie 2/4 - Débrief de Chakhtior Donetsk/AS Rome (2-1),AFTER FOOT,17,2018-02-21T23:34:19.000Z,"BFMSPORTBOOST""|""afterfoot""|""football""|""debat""|""strategie""|""reactions""|""gilbert brisbois""|""compte-rendus""|""sport""|""rmc""|""rmcsport""|""radio""|""opinion""|""daniel riolo""|""jerome rothen""|""simone rovera""|""philippe auclair""|""fred hermel""|""ldc""|""shakhtar""|""as rome",6262,0,0,0,https://i.ytimg.com/vi/NuGAwRfTAgk/default.jpg,True,False
2GnFIfFdqc0,18.22.02,Les premiers pas de Gabriella Papadakis et Guillaume Cizeron,France 3 Auvergne-Rhône-Alpes,25,2018-02-20T16:05:08.000Z,"France3""|""France""|""Télévisions""|""Auvergne-Rhône-Alpes""|""danse sur glace""|""jeux olympiques""|""clermont-ferrand",14850,42,1,0,https://i.ytimg.com/vi/2GnFIfFdqc0/default.jpg,True,False
gjb5_6SXicU,18.23.02,Jean-Marie Le Pen - Mémoires Fils de la Nation (JT 20h - TF1),Jean-Marie Le Pen,25,2018-02-22T08:30:52.000Z,"jean-marie le pen""|""front national""|""marine le pen""|""france""|""politique""|""journal""|""de""|""bord""|""media""|""fn""|""sarkozy""|""mlp""|""presidentielles",7635,0,0,0,https://i.ytimg.com/vi/gjb5_6SXicU/default.jpg,True,False
vqtnp7K6N80,18.23.02,Grosse prepa Motobecane qui marche fort !!!,Tomahawktuning,2,2018-02-22T12:12:41.000Z,[none],4990,0,0,0,https://i.ytimg.com/vi/vqtnp7K6N80/default.jpg,True,False
jopVdPcriNc,18.23.02,Diriliş Ertuğrul 108.Bölüm Fragmanı,TRT Televizyon,1,2018-02-21T20:52:56.000Z,"TRT""|""Türkiye""|""Radyo""|""Televizyon""|""Kurumu""|""Dizi""|""Film""|""İzle""|""Full""|""Hd""|""Tam""|""Bölüm""|""Diriliş""|""Ertuğrul""|""108.Bölüm""|""Fragmanı""|""dirilis""|""ertugrul""|""diriliş ertuğrul""|""diriliş ertuğrul 108""|""diriliş ertuğrul 108bölüm""|""diriliş ertuğrul 108.bölüm""|""diriliş ertuğrul 108 fragman""|""diriliş ertuğrul 108.bölüm fragman""|""diriliş ertuğrul 108.bölüm fragman izle""|""tanıtım""|""teaser""|""izle""|""ızle""|""dizi""|""dızı""|""trt1""|""trt 1""|""dirilis ertugrul""|""dirilis ertugrul 108""|""dirilis ertugrul 108 fragman""|""dirilis ertugrul 108 fragman izle",876704,5847,565,0,https://i.ytimg.com/vi/jopVdPcriNc/default.jpg,True,False
ixNNLvyCn5Y,18.23.02,映画『BLEACH』特報【HD】2018年7月20日（金）公開,ワーナー ブラザース 公式チャンネル,1,2018-02-21T05:17:53.000Z,"ブリーチ""|""BLEACH""|""福士蒼汰""|""佐藤信介""|""週刊少年ジャンプ""|""完結""|""久保帯人""|""黒崎一護""|""朽木ルキア""|""斬魄刀""|""ソウルソサエティ""|""ホロウ""|""ぼくは明日、昨日のきみとデートする""|""曇天に笑う""|""ちょっと今から仕事やめてくる""|""GANTZ""|""図書館戦争""|""アイアムアヒーロー""|""デスノート""|""集英社""|""WB""|""ワーナー""|""ワーナー・ブラザース""|""実写""|""映画",891358,0,0,0,https://i.ytimg.com/vi/ixNNLvyCn5Y/default.jpg,True,False
GYAyiF_k26M,18.23.02,After Foot du mercredi 21/02 – Partie 4/4 - Claudio Ranieri était l'invité de Team Duga,AFTER FOOT,17,2018-02-21T23:34:46.000Z,"BFMSPORTBOOST""|""afterfoot""|""football""|""debat""|""strategie""|""reactions""|""gilbert brisbois""|""compte-rendus""|""sport""|""rmc""|""rmcsport""|""radio""|""opinion""|""daniel riolo""|""jerome rothen""|""entraineur de nantes""|""claudio ranieri",9096,0,0,0,https://i.ytimg.com/vi/GYAyiF_k26M/default.jpg,True,False
GHjOd3YFvsk,18.24.02,Matt dechire le bitume de Los Angeles en mob,Tomahawktuning,2,2018-02-23T12:55:51.000Z,[none],4699,0,0,0,https://i.ytimg.com/vi/GHjOd3YFvsk/default.jpg,True,False
BGJH0lB_CU0,18.24.02,"A Notre-Dame-des-Landes, les zadistes sont toujours là... #cdanslair 23.02.2018",C dans l'air,24,2018-02-23T18:50:55.000Z,"ZAD""|""zadistes""|""NDDL""|""BURE""|""Nucléaire""|""Larzac""|""aéroport""|""notre dame des landes""|""macron""|""gouvernement""|""hulot""|""écologie""|""bové",4505,25,10,0,https://i.ytimg.com/vi/BGJH0lB_CU0/default.jpg,True,False
PY9TDd8Iiv8,18.24.02,뮤직뱅크 Music Bank - BOSS - NCT U.20180223,KBSKpop,24,2018-02-23T14:41:47.000Z,"Korean""|""Music""|""Show""|""K-pop""|""KBS""|""뮤직뱅크""|""Music Bank""|""BOSS""|""NCT U""|""20180223",402396,41062,183,0,https://i.ytimg.com/vi/PY9TDd8Iiv8/default.jpg,True,False
JgTv4x-_qks,18.25.02,Macron au salon : le jour le plus long ! #cdanslair 24.02.2018,C dans l'air,24,2018-02-24T18:11:46.000Z,"agriculture""|""agriculteurs""|""salon de l'agriculture""|""Emmanuel Macron""|""rural""|""ferme",7349,41,24,0,https://i.ytimg.com/vi/JgTv4x-_qks/default.jpg,True,False
acuuJs_orYQ,18.25.02,Demonte moteur Polini 70 proto vario Puch Magnum,Tomahawktuning,2,2018-02-24T15:08:59.000Z,[none],4124,0,0,0,https://i.ytimg.com/vi/acuuJs_orYQ/default.jpg,True,False
TqfXH9YAEjI,18.25.02,Intégrale - On n'est pas couché 24 février 2018 #ONPC,On n'est pas couché,24,2018-02-25T00:49:00.000Z,"onpc""|""on n'est pas couche""|""laurent ruquier""|""yann moix""|""christine angot""|""24 fevrier 2018""|""adrien quatennens""|""amir""|""muriel robin""|""anne le nen""|""gaspard koenig",10043,0,0,0,https://i.ytimg.com/vi/TqfXH9YAEjI/default.jpg,True,False
AVB6AQVNOyk,18.25.02,Rhianna Abrey Vs Donel Mangena - 'Rain': The Battles | The Voice UK 2018,The Voice UK,24,2018-02-24T21:52:14.000Z,"the voice kids""|""the voice coaches""|""the voice uk""|""the voice uk 2018""|""jennifer hudson""|""will.i.am""|""william""|""tom jones""|""olly murs""|""the voice of uk""|""the voice itv""|""tv""|""television""|""tv talent""|""the voice best moments""|""the voice performance""|""la voiz""|""the voice of""|""emma willis",97882,2867,59,0,https://i.ytimg.com/vi/AVB6AQVNOyk/default.jpg,True,False
4YMz4cy_zEQ,18.25.02,Egypt Police Catch Child Falling from Building,Associated Press,25,2018-02-22T14:07:57.000Z,"news""|""associated press""|""ap""|""ap online""|""associated press style""|""breaking news""|""latest news""|""business""|""finance""|""politics""|""local news""|""commentary""|""reports""|""current affairs""|""top news""|""headlines""|""news today""|""international""|""search and rescue efforts""|""general news""|""egypt""|""police""|""catch""|""child""|""falling""|""building",77361,106,10,0,https://i.ytimg.com/vi/4YMz4cy_zEQ/default.jpg,True,False
8GdA4z9G4Qg,18.26.02,Samsung Galaxy Unpacked 2018 live stream,Samsung,28,2018-02-25T18:20:38.000Z,"Samsung""|""Samsung Electronics""|""Galaxy""|""Samsung Galaxy""|""CES""|""Mobile""|""Galaxy S8""|""Galaxy Note8""|""Galaxy S7""|""Galaxy Note5""|""Barcelona""|""Unpacked""|""Fira Barcelona Montjuic""|""Handphone""|""Smartphone""|""Samsung Mobile",1588761,0,0,0,https://i.ytimg.com/vi/8GdA4z9G4Qg/default.jpg,True,False
cFeDbPWPyJM,18.26.02,"Elimination Chamber Kickoff: Feb. 25, 2018",WWE,17,2018-02-26T01:08:05.000Z,"wrestling""|""submission wrestling""|""wwe""|""professional wrestling""|""Combat Sport""|""finishing moves""|""कुश्ती""|""पहलवान""|""डब्लू डब्लू ई""|""मैच""|""सुपरस्टार""|""व्यावसायिक कुश्ती""|""مصارعه""|""elimination chamber""|""elimination chamber 2018""|""elimination chamber full match""|""elimination chamber 2018 full show""|""elimination chamber match""|""elimination chamber card""|""elimination chamber 2018 results""|""elimination chamber 2018 predictions""|""elimination chamber 2018 matches""|""Renee Young""|""Jerry lawler""|""Booker T",1067402,26157,1331,0,https://i.ytimg.com/vi/cFeDbPWPyJM/default.jpg,True,False
pARwtWh3cC4,18.26.02,சிக்கியது CCTV ஆதாரம் - நடிகை ஸ்ரீதேவிக்கு நடந்த கொடூமை-Actress Sridevi,Thirty Seconds News,22,2018-02-25T13:47:01.000Z,"ajith""|""vijay""|""vijay 62",651742,1858,946,0,https://i.ytimg.com/vi/pARwtWh3cC4/default.jpg,True,False
iTEMSYAGnwY,18.26.02,【ドラゴンボール超】宇宙サバイバル編PV～身勝手の極意発動～,東映アニメーション公式YouTubeチャンネル,1,2018-02-25T08:00:01.000Z,[none],1063278,24303,417,0,https://i.ytimg.com/vi/iTEMSYAGnwY/default.jpg,True,False
1twA2p4GFP8,18.26.02,Amir - On n'est pas couché 24 février 2018 #ONPC,On n'est pas couché,24,2018-02-25T00:14:23.000Z,"onpc""|""on n'est pas couche""|""laurent ruquier""|""yann moix""|""christine angot""|""24 fevrier 2018""|""amir""|""musique""|""artiste""|""concert",23975,0,0,0,https://i.ytimg.com/vi/1twA2p4GFP8/default.jpg,True,False
kVajs0-1Zoc,18.26.02,Soral répond... sur ERFM ! – Quatrième fournée !,ERTV Officiel,25,2018-02-25T18:58:39.000Z,"erfm""|""soral""|""société""|""politique",2990,0,0,0,https://i.ytimg.com/vi/kVajs0-1Zoc/default.jpg,True,False
tilwcTZcoz4,18.26.02,Bollywood diva Sridevi Funeral Full Video Sridevi Death,Telugu Corner,2,2018-02-25T03:31:59.000Z,"sridevi dead""|""sridevi death""|""sridevi sad demise""|""sridevi heart attack in dubai""|""sridevi news""|""RIP Sridevi""|""actress sridevi died""|""శ్రీదేవి మరణం""|""శ్రీదేవి చావు""|""శ్రీదేవి చనిపోయింది""|""శ్రీదేవి గుండెపోటు""|""శ్రీదేవి దుబాయ్ లో గుండెపోటు""|""శ్రీదేవి వార్తలు""|""శ్రీదేవి బోనికపూర్""|""శ్రీదేవి కూతుళ్ళు""|""Telugu corner""|""telugu corner videos""|""latest sridevi news""|""sridevi photos""|""sridevi videos""|""great actress sridevi""|""sridevi daughters""|""sridevi bony kapoor""|""తెలుగు వార్తలు",6793122,15860,5893,0,https://i.ytimg.com/vi/tilwcTZcoz4/default.jpg,True,False
AVB6AQVNOyk,18.26.02,Rhianna Abrey Vs Donel Mangena - 'Rain': The Battles | The Voice UK 2018,The Voice UK,24,2018-02-24T21:52:14.000Z,"the voice kids""|""the voice coaches""|""the voice uk""|""the voice uk 2018""|""jennifer hudson""|""will.i.am""|""william""|""tom jones""|""olly murs""|""the voice of uk""|""the voice itv""|""tv""|""television""|""tv talent""|""the voice best moments""|""the voice performance""|""la voiz""|""the voice of""|""emma willis",397936,7290,165,0,https://i.ytimg.com/vi/AVB6AQVNOyk/default.jpg,True,False
